0.5659;0.4937;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
0.5076;0.5140;0.0000;0.0000;0.0000;0.5911;0.0000;0.0000;0.0000;
0.5250;0.5043;0.0000;0.0000;0.0000;0.5636;0.0000;0.0000;0.0000;
0.4916;0.5001;0.0000;0.0000;0.0000;0.5462;0.0000;0.0000;0.0000;
0.5234;0.5081;0.0000;0.0000;0.0000;0.5332;0.0000;0.0000;0.0000;
0.4917;0.5107;0.0000;0.0000;0.0000;0.5581;0.0000;0.0000;0.0000;
0.5255;0.5187;0.0000;0.0000;0.0000;0.5340;0.0000;0.0000;0.0000;
0.5384;0.4161;0.0000;0.0000;0.0000;0.5805;0.0000;0.0000;0.0000;
0.5518;0.4850;0.0000;0.0000;0.0000;0.5924;0.0000;0.0000;0.0000;
0.5234;0.5011;0.0000;0.0000;0.4102;0.4853;0.0000;0.0000;0.6126;
0.5123;0.4948;0.0000;0.0000;0.4618;0.5775;0.0000;0.0000;0.6126;
0.5153;0.4405;0.0000;0.4044;0.4602;0.4493;0.0000;0.0000;0.5196;
0.5116;0.5006;0.0000;0.4901;0.3987;0.5424;0.0000;0.0000;0.5727;
0.5436;0.2998;0.0000;0.5026;0.4216;0.5370;0.0000;0.0000;0.6087;
0.5224;0.4742;0.3940;0.5132;0.4473;0.4871;0.0000;0.0000;0.5590;
0.4283;0.4997;0.3848;0.5213;0.3971;0.5048;0.0000;0.0000;0.5483;
0.4682;0.4046;0.4852;0.4835;0.4286;0.5389;0.0000;0.0000;0.5646;
0.4980;0.4497;0.4448;0.4077;0.4447;0.4945;0.0000;0.0000;0.5628;
0.7583;0.4997;0.4436;0.4535;0.3863;0.5583;0.0000;0.0000;0.4575;
0.4588;0.4214;0.3971;0.4565;0.4333;0.5237;0.0000;0.0000;0.5399;
0.4559;0.4184;0.4519;0.3940;0.4943;0.5492;0.0000;0.0000;0.4724;
0.4432;0.3959;0.3880;0.4239;0.5460;0.5075;0.0000;0.0000;0.4264;
0.4570;0.4140;0.4483;0.4644;0.4878;0.5477;0.4254;0.0000;0.4616;
0.3984;0.3555;0.4784;0.4572;0.4408;0.5800;0.4397;0.0000;0.5924;
0.4326;0.4493;0.4818;0.4807;0.3883;0.6004;0.5519;0.0000;0.7594;
0.4686;0.4050;0.5348;0.4221;0.3431;0.5945;0.4079;0.4580;0.5828;
0.4822;0.3913;0.5226;0.4818;0.4792;0.6905;0.5241;0.4701;0.4552;
0.4631;0.3555;0.5080;0.4179;0.4076;0.7307;0.4734;0.3770;0.4640;
0.4789;0.3763;0.5145;0.3495;0.4352;0.7307;0.3773;0.4116;0.4782;
0.4516;0.4241;0.5348;0.5315;0.4248;0.6905;0.5149;0.4010;0.4816;
0.4084;0.4063;0.5944;0.5024;0.4899;0.5945;0.5400;0.3946;0.5064;
0.4660;0.3685;0.7659;0.5876;0.5136;0.6004;0.4915;0.4394;0.4177;
0.0000;0.3888;0.5944;0.5813;0.4035;0.5739;0.5506;0.4807;0.4875;
0.0000;0.0000;0.5348;0.5703;0.5203;0.6121;0.4811;0.4426;0.4424;
0.0000;0.0000;0.5145;0.5446;0.5779;0.5344;0.5560;0.5007;0.3925;
0.0000;0.0000;0.5080;0.4276;0.5779;0.6062;0.5643;0.4827;0.3703;
0.0000;0.0000;0.5226;0.4560;0.5203;0.5649;0.5052;0.4423;0.4722;
0.0000;0.0000;0.5348;0.5390;0.4035;0.6076;0.4040;0.3499;0.4525;
0.0000;0.0000;0.5478;0.5694;0.4928;0.5222;0.7952;0.4705;0.4534;
0.0000;0.0000;0.4784;0.4253;0.5784;0.4967;0.6253;0.4781;0.4125;
0.0000;0.0000;0.4483;0.4400;0.5697;0.5077;0.5715;0.5797;0.0000;
0.0000;0.0000;0.3880;0.4278;0.5587;0.5800;0.4902;0.4828;0.0000;
0.0000;0.0000;0.4519;0.4171;0.5158;0.5328;0.3970;0.6081;0.0000;
0.0000;0.0000;0.3971;0.4942;0.4676;0.4804;0.5363;0.5182;0.0000;
0.0000;0.0000;0.4289;0.4419;0.4076;0.4458;0.6991;0.5748;0.0000;
0.0000;0.0000;0.4676;0.5516;0.4530;0.4864;0.7063;0.5748;0.0000;
0.0000;0.0000;0.5553;0.4765;0.4014;0.5447;0.7309;0.5631;0.0000;
0.0000;0.0000;0.5035;0.4591;0.4124;0.5487;0.7230;0.5631;0.0000;
0.0000;0.0000;0.5035;0.4591;0.4596;0.5307;0.7276;0.5631;0.0000;
0.0000;0.0000;0.5601;0.5304;0.4588;0.4758;0.7420;0.6794;0.0000;
0.0000;0.0000;0.0000;0.5523;0.4273;0.5352;0.7062;0.6794;0.0000;
0.0000;0.0000;0.0000;0.5523;0.4550;0.5635;0.7569;0.6794;0.0000;
0.0000;0.0000;0.0000;0.5764;0.4218;0.4514;0.7569;0.0000;0.0000;
0.0000;0.0000;0.0000;0.5764;0.4805;0.5443;0.6318;0.0000;0.0000;
0.0000;0.0000;0.0000;0.5331;0.4190;0.5230;0.7622;0.0000;0.0000;
0.0000;0.0000;0.0000;0.5331;0.4699;0.5656;0.7622;0.0000;0.0000;
0.0000;0.0000;0.0000;0.5504;0.3474;0.5656;0.7431;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.4369;0.0000;0.7431;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.4344;0.0000;0.7473;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.5006;0.0000;0.7473;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.4241;0.0000;0.7756;0.0000;0.0000;
