0.9726;0.9506;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
0.9705;0.9464;0.0000;0.0000;0.0000;0.9876;0.0000;0.0000;0.0000;
0.9680;0.9416;0.0000;0.0000;0.0000;0.9867;0.0000;0.0000;0.0000;
0.9653;0.9361;0.0000;0.0000;0.0000;0.9858;0.0000;0.0000;0.0000;
0.9622;0.9298;0.0000;0.0000;0.0000;0.9847;0.0000;0.0000;0.0000;
0.9587;0.9226;0.0000;0.0000;0.0000;0.9835;0.0000;0.0000;0.0000;
0.9548;0.9142;0.0000;0.0000;0.0000;0.9822;0.0000;0.0000;0.0000;
0.7841;0.7764;0.0000;0.0000;0.0000;0.9858;0.0000;0.0000;0.0000;
0.7738;0.7865;0.0000;0.0000;0.0000;0.9846;0.0000;0.0000;0.0000;
0.8850;0.9365;0.0000;0.0000;0.5903;0.9811;0.0000;0.0000;0.9818;
0.3594;0.4444;0.0000;0.0000;0.7896;0.9821;0.0000;0.0000;0.8080;
0.2869;0.3436;0.0000;0.9947;0.7459;0.9804;0.0000;0.0000;0.8101;
0.1612;0.0386;0.0000;0.9935;0.6888;0.9785;0.0000;0.0000;0.8123;
0.0227;0.2778;0.0000;0.9918;0.6084;0.9763;0.0000;0.0000;0.8146;
0.8153;0.8876;0.9523;0.9298;0.6853;0.9687;0.0000;0.0000;0.9795;
0.5778;0.5664;0.9912;0.9945;0.7448;0.9711;0.0000;0.0000;0.5517;
0.5716;0.5061;0.9916;0.9937;0.6763;0.9679;0.0000;0.0000;0.5648;
0.5605;0.3414;0.9916;0.9923;0.5753;0.9641;0.0000;0.0000;0.5784;
0.6549;0.2862;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;0.0227;
0.0227;0.2639;0.7420;0.7214;0.4909;0.8382;0.0000;0.0000;0.7594;
0.2280;0.3858;0.2478;0.2519;0.5745;0.8671;0.0000;0.0000;0.5366;
0.3954;0.4304;0.5626;0.5427;0.6023;0.8928;0.0000;0.0000;0.3761;
0.0227;0.2321;0.3961;0.3816;0.5942;0.8537;0.5398;0.0000;0.2496;
0.0227;0.0227;0.5039;0.4752;0.5681;0.7871;0.4067;0.0000;0.3327;
0.0227;0.0227;0.5191;0.6642;0.5553;0.7314;0.9072;0.0000;0.0227;
0.0227;0.3680;0.4775;0.5537;0.8810;0.6947;0.3665;0.5824;0.0227;
0.0227;0.0241;0.4837;0.5166;0.8636;0.6311;0.6448;0.6168;0.0227;
0.0227;0.0227;0.0227;0.5400;0.5863;0.5146;0.9075;0.5572;0.0227;
0.0227;0.0227;0.3703;0.1590;0.5567;0.5002;0.8636;0.3040;0.0227;
0.0227;0.0227;0.0227;0.3955;0.6512;0.2605;0.5521;0.5718;0.0227;
0.0227;0.0227;0.0227;0.2426;0.4414;0.0227;0.5016;0.5423;0.0227;
0.0227;0.0227;0.0227;0.5818;0.3552;0.0227;0.3526;0.8184;0.0227;
0.0000;0.0227;0.0227;0.0227;0.8081;0.0227;0.5253;0.4439;0.0227;
0.0000;0.0000;0.0227;0.0227;0.4709;0.8087;0.0227;0.0227;0.2495;
0.0000;0.0000;0.0227;0.0994;0.0227;0.8262;0.0227;0.0227;0.4723;
0.0000;0.0000;0.4198;0.1075;0.4982;0.8533;0.0227;0.0227;0.4872;
0.0000;0.0000;0.4837;0.3325;0.5032;0.8701;0.0227;0.0227;0.5388;
0.0000;0.0000;0.5115;0.4403;0.4728;0.8842;0.0227;0.0227;0.5746;
0.0000;0.0000;0.8524;0.7912;0.5139;0.8874;0.0227;0.2580;0.9106;
0.0000;0.0000;0.8813;0.8602;0.6106;0.9330;0.3993;0.4922;0.8457;
0.0000;0.0000;0.0227;0.1720;0.9574;0.8602;0.7496;0.0227;0.0000;
0.0000;0.0000;0.6536;0.6069;0.1668;0.9581;0.4591;0.7811;0.0000;
0.0000;0.0000;0.0227;0.0227;0.4255;0.4142;0.2180;0.0227;0.0000;
0.0000;0.0000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.0000;
0.0000;0.0000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.0000;
0.0000;0.0000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.0000;
0.0000;0.0000;0.9656;0.9391;0.9501;0.9918;0.5858;0.3746;0.0000;
0.0000;0.0000;0.9455;0.9682;0.3563;0.9722;0.9784;0.9660;0.0000;
0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0227;0.0227;0.0000;
0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0227;0.0227;0.0000;
0.0000;0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0227;0.0000;
0.0000;0.0000;0.0000;0.6751;0.3041;0.9876;0.6377;0.6958;0.0000;
0.0000;0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;
0.0000;0.0000;0.0000;0.6173;0.5854;0.9862;0.6398;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;
0.0000;0.0000;0.0000;0.5508;0.5076;0.7844;0.6962;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.6647;0.0000;0.9620;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.5477;0.0000;0.5460;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.6897;0.0000;0.9203;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.0227;0.0000;0.0227;0.0000;0.0000;
