999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;999.0000;
