0.9728;0.9503;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
0.9706;0.9461;0.0000;0.0000;0.0000;0.9834;0.0000;0.0000;0.0000;
0.9682;0.9412;0.0000;0.0000;0.0000;0.9822;0.0000;0.0000;0.0000;
0.9655;0.9357;0.0000;0.0000;0.0000;0.9810;0.0000;0.0000;0.0000;
0.9625;0.9294;0.0000;0.0000;0.0000;0.9795;0.0000;0.0000;0.0000;
0.9590;0.9222;0.0000;0.0000;0.0000;0.9779;0.0000;0.0000;0.0000;
0.9551;0.9137;0.0000;0.0000;0.0000;0.9762;0.0000;0.0000;0.0000;
0.9505;0.9038;0.0000;0.0000;0.0000;0.9742;0.0000;0.0000;0.0000;
0.9453;0.8920;0.0000;0.0000;0.0000;0.9719;0.0000;0.0000;0.0000;
0.9393;0.8779;0.0000;0.0000;0.6522;0.9694;0.0000;0.0000;0.9891;
0.8759;0.9307;0.0000;0.0000;0.5873;0.9705;0.0000;0.0000;0.9814;
0.9344;0.0686;0.0000;0.7989;0.5142;0.9570;0.0000;0.0000;0.9473;
0.9273;0.3379;0.0000;0.7832;0.4504;0.9529;0.0000;0.0000;0.9451;
0.9188;0.4433;0.0000;0.7650;0.3521;0.9482;0.0000;0.0000;0.9427;
0.9084;0.5044;0.8101;0.7437;0.1528;0.9428;0.0000;0.0000;0.9399;
0.8706;0.6620;0.8788;0.8333;0.5048;0.9439;0.0000;0.0000;0.9807;
0.8796;0.5530;0.7722;0.6884;0.2968;0.9290;0.0000;0.0000;0.9330;
0.8591;0.5376;0.7477;0.6511;0.3847;0.9201;0.0000;0.0000;0.9286;
0.0227;0.0227;0.8448;0.8828;0.6225;0.8155;0.0000;0.0000;0.0981;
0.7093;0.5329;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;0.0227;
0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.0000;0.0000;0.9000;
0.7347;0.3737;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;0.0227;
0.8081;0.7141;0.0227;0.0227;0.0227;0.0227;0.0227;0.0000;0.0227;
0.0227;0.0227;0.7577;0.7852;0.7230;0.6132;0.8571;0.0000;0.4075;
0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.0000;0.9000;
0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;
0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;
0.0227;0.0227;0.7954;0.8185;0.2044;0.0384;0.6385;0.9331;0.3833;
0.0227;0.0227;0.7704;0.7967;0.3840;0.0227;0.4926;0.9203;0.0227;
0.0227;0.0227;0.7168;0.7892;0.3515;0.0227;0.6565;0.9296;0.0227;
0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;
0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;
0.0000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;
0.0000;0.0000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;
0.0000;0.0000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;
0.0000;0.0000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;0.9000;
0.0000;0.0000;0.0227;0.1787;0.0227;0.0227;0.7509;0.6336;0.0227;
0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.6213;0.4385;0.0227;
0.0000;0.0000;0.0227;0.0227;0.0711;0.0227;0.2410;0.5337;0.0227;
0.0000;0.0000;0.8639;0.8405;0.0227;0.8089;0.3928;0.4738;0.9078;
0.0000;0.0000;0.8768;0.8575;0.1298;0.8318;0.5425;0.0227;0.0000;
0.0000;0.0000;0.8487;0.8380;0.5028;0.8481;0.6509;0.6381;0.0000;
0.0000;0.0000;0.8809;0.8662;0.5346;0.8628;0.7063;0.3914;0.0000;
0.0000;0.0000;0.6870;0.6207;0.6672;0.8720;0.0227;0.0427;0.0000;
0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0227;0.0227;0.0000;
0.0000;0.0000;0.9800;0.9805;0.8796;0.9332;0.8435;0.7354;0.0000;
0.0000;0.0000;0.3210;0.4600;0.2523;0.8675;0.9101;0.9691;0.0000;
0.0000;0.0000;0.9811;0.9874;0.8688;0.9412;0.9115;0.8555;0.0000;
0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0227;0.0227;0.0000;
0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0227;0.0227;0.0000;
0.0000;0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0227;0.0000;
0.0000;0.0000;0.0000;0.5165;0.5780;0.9531;0.6765;0.7048;0.0000;
0.0000;0.0000;0.0000;0.5467;0.4856;0.8758;0.7560;0.0000;0.0000;
0.0000;0.0000;0.0000;0.4620;0.6687;0.9504;0.6975;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0227;0.0227;0.0227;0.0227;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.0227;0.0000;0.0227;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.5023;0.0000;0.6413;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.7759;0.0000;0.9950;0.0000;0.0000;
0.0000;0.0000;0.0000;0.0000;0.3238;0.0000;0.7598;0.0000;0.0000;
